,Afghanistan,Albania,Algeria,Angola,Argentina,Armenia,Australia,Austria,Azerbaijan,Bahrain,Bangladesh,Belgium,Benin,Bhutan,Bolivia,Bosnia-Herzegovina,Botswana,Brazil,Burkina Faso,Burundi,Cambodia (Kampuchea),Canada,Central African Republic,Chad,China,Colombia,Comoros,Congo,Croatia,Djibouti,DR Congo (Zaire),Ecuador,Egypt,El Salvador,Eritrea,Ethiopia,Gambia,Georgia,Germany,Ghana,Guatemala,Guinea,Guinea-Bissau,Guyana,Haiti,Honduras,Indonesia,Iran,Iraq,Israel,Italy,Ivory Coast,Jamaica,Jordan,Kenya,Kingdom of eSwatini (Swaziland),Kuwait,Kyrgyzstan,Laos,Lebanon,Lesotho,Liberia,Libya,Madagascar (Malagasy),Malaysia,Mali,Mauritania,Mexico,Moldova,Morocco,Myanmar (Burma),Namibia,Nepal,Netherlands,Nicaragua,Niger,Nigeria,North Macedonia,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Qatar,Romania,Russia (Soviet Union),Rwanda,Saudi Arabia,Senegal,Serbia (Yugoslavia),Sierra Leone,Solomon Islands,Somalia,South Africa,South Sudan,Spain,Sri Lanka,Sudan,Sweden,Syria,Tajikistan,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Turkey,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States of America,Uzbekistan,Yemen (North Yemen),Zambia,Zimbabwe (Rhodesia)
1989-01-31,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-02-28,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-03-31,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-04-30,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-05-31,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-06-30,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-07-31,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-08-31,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-09-30,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
1989-10-31,16.81773804189536,14.960477030336104,16.99811800484566,16.200715742016218,17.274364459020838,15.083057418480951,16.620818374719406,15.84172496290399,15.78614119378593,13.081393455276658,18.490356123810816,16.108213381788904,15.4183952448435,13.23029538394363,15.737641348714117,15.30811168690417,14.026966878888254,18.78411727574647,15.977388286812806,15.495467882795301,15.734198375959316,17.10360445029424,14.81392122319947,15.542838522550511,20.820056738123373,17.253699374913452,12.95201861165691,14.62539711865047,15.37940032520152,13.80021822398597,17.35306560125411,16.119175867314496,17.826250316051272,15.463367516148347,14.402601425299844,17.603122171136373,13.785216285330673,15.382187096497068,18.174071757694687,16.49903361278581,15.959345961881587,15.616654851642235,13.755825307300572,13.540630192869695,15.69926334866241,15.364705138381744,18.990841113296117,17.82416457959907,16.643345878104647,15.30661528343651,17.852036865169698,16.238115205961968,14.668127248264035,14.976483685840929,16.876853543278983,13.592114474766571,14.57383995869311,15.254966467198397,15.219792419641909,15.055231418127297,14.369304287705024,14.710349230977611,15.25954420585143,16.24644154710501,16.636687340618565,15.99411801834249,14.433858219614843,18.19372406941541,14.906732941755902,16.972533276738133,17.468786849690733,14.00587964633753,16.740748529877532,16.507437745680008,15.194860864849733,15.868832431794573,18.33751748073937,14.540005715935902,18.504329915893244,14.671137067237893,15.155903902306134,16.86263446607026,17.90549650186168,17.456007792188196,12.926990623035476,16.959741928336292,18.81083591748976,15.756848986899993,16.080307071811404,15.801961702063187,15.84737085443759,15.18529868770016,12.648399918370904,15.794490674930076,17.465666049523918,15.992265612345497,17.47307835373162,16.59300105933114,16.86660331616284,15.948076784761444,16.282105907874353,15.447685806827916,17.025131124760243,17.785228627654213,15.14251712206915,14.022580823336167,15.891751984733945,17.80281960991538,16.61708042777118,17.76144893963921,14.335368071143206,17.85730361352901,19.314721776891286,16.783904008298823,16.446525779196953,15.815833131858149,16.07551106231463
