,0
0,7.469654172932128
1,2.3978952727983707
2,0.0
3,1.3862943611198906
4,0.0
5,4.2626798770413155
6,1.3862943611198906
7,1.6094379124341003
8,0.0
9,4.897839799950911
10,0.0
11,3.970291913552122
12,0.0
13,5.3981627015177525
14,3.1780538303479458
15,3.4339872044851463
16,0.0
17,0.0
18,0.0
19,0.0
20,2.4849066497880004
21,5.204006687076795
22,1.6094379124341003
23,0.0
24,3.332204510175204
25,0.0
26,0.0
27,1.9459101490553132
28,4.356708826689592
29,4.948759890378168
30,2.0794415416798357
31,0.0
32,3.5553480614894135
33,5.8971538676367405
34,3.091042453358316
35,0.0
36,3.044522437723423
37,0.6931471805599453
38,0.0
39,1.0986122886681098
40,0.0
41,0.0
42,4.553876891600541
43,0.0
44,3.6375861597263857
45,0.0
46,0.0
47,2.3978952727983707
48,7.798112628829788
49,0.0
50,1.9459101490553132
51,1.0986122886681098
52,2.1972245773362196
53,0.0
54,2.8903717578961645
55,0.0
56,6.0867747269123065
57,7.29641326877392
58,1.791759469228055
59,0.0
60,1.0986122886681098
61,0.0
62,2.995732273553991
63,1.791759469228055
64,1.6094379124341003
65,0.0
66,2.302585092994046
67,1.0986122886681098
68,3.2188758248682006
69,0.0
70,6.236369590203704
71,4.61512051684126
72,1.0986122886681098
73,0.0
74,0.0
75,0.0
76,0.6931471805599453
77,0.0
78,4.499809670330265
79,1.0986122886681098
80,0.0
81,2.833213344056216
82,1.0986122886681098
83,0.0
84,3.295836866004329
85,4.718498871295094
86,4.672828834461906
87,0.0
88,0.0
89,0.0
90,5.220355825078324
91,3.6635616461296463
92,0.0
93,2.995732273553991
94,2.3978952727983707
95,0.0
96,0.0
97,0.0
98,0.0
99,5.017279836814924
100,0.0
101,5.10594547390058
102,0.0
103,0.0
104,4.31748811353631
105,7.939871576361883
106,0.0
107,1.3862943611198906
108,0.0
109,2.833213344056216
110,0.0
111,2.4849066497880004
112,0.0
113,5.560681631015528
114,7.315218389752975
115,0.0
116,0.6931471805599453
117,0.0
118,0.0
119,3.6109179126442243
120,2.9444389791664403
121,0.6931471805599453
122,0.0
123,4.343805421853684
124,3.091042453358316
125,3.332204510175204
126,0.0
127,5.476463551931511
128,4.418840607796598
129,3.1354942159291497
130,0.0
131,0.0
132,0.0
133,0.6931471805599453
134,1.6094379124341003
135,5.0369526024136295
136,3.1780538303479458
137,0.0
138,2.5649493574615367
139,0.0
140,0.0
141,3.332204510175204
142,4.74493212836325
143,4.30406509320417
144,0.0
145,0.0
146,2.1972245773362196
147,5.1298987149230735
148,3.4339872044851463
149,0.0
150,4.1588830833596715
151,1.3862943611198906
152,0.0
153,1.0986122886681098
154,0.0
155,0.0
156,5.480638923341991
157,0.0
158,3.6888794541139363
159,0.0
160,0.0
161,3.9318256327243257
162,8.269244521183056
163,0.0
164,0.0
165,1.3862943611198906
166,4.1588830833596715
167,0.0
168,2.1972245773362196
169,0.0
170,5.1298987149230735
171,7.504391559161238
172,1.0986122886681098
173,0.0
174,0.6931471805599453
175,0.0
176,3.044522437723423
177,1.9459101490553132
178,2.4849066497880004
179,0.0
180,4.110873864173311
181,0.0
182,1.9459101490553132
183,0.0
184,4.343805421853684
185,4.605170185988092
186,3.5263605246161616
187,0.0
188,0.0
189,0.0
190,1.3862943611198906
191,2.0794415416798357
192,5.272999558563747
193,1.0986122886681098
194,0.0
195,0.0
196,0.0
197,0.0
198,1.3862943611198906
199,4.962844630259907
200,3.871201010907891
201,2.8903717578961645
202,0.0
203,3.9318256327243257
204,6.061456918928017
205,2.1972245773362196
206,0.0
207,3.295836866004329
208,1.0986122886681098
209,0.0
210,0.6931471805599453
211,0.0
212,0.0
213,5.4638318050256105
214,0.0
215,4.90527477843843
216,0.0
217,0.0
218,3.2188758248682006
219,7.265429723253953
220,0.0
221,1.9459101490553132
222,0.6931471805599453
223,3.6888794541139363
224,0.0
225,3.258096538021482
226,0.0
227,5.683579767338681
228,7.8156105320351905
229,1.0986122886681098
230,0.0
231,1.0986122886681098
232,0.0
233,3.367295829986474
234,1.9459101490553132
235,3.58351893845611
236,0.0
237,3.784189633918261
238,1.9459101490553132
239,3.1354942159291497
240,0.0
241,5.0238805208462765
242,3.4657359027997265
243,3.044522437723423
244,0.0
245,0.0
246,0.0
247,0.0
248,0.0
249,4.727387818712341
250,1.6094379124341003
251,0.0
252,2.6390573296152584
253,0.0
254,0.0
255,4.68213122712422
256,4.882801922586371
257,3.8918202981106265
258,3.1354942159291497
259,0.0
260,2.8903717578961645
261,5.501258210544727
262,3.4011973816621555
263,0.0
264,3.6888794541139363
265,2.1972245773362196
266,0.0
267,0.0
268,0.6931471805599453
269,0.0
270,5.262690188904886
271,2.5649493574615367
272,4.6443908991413725
273,0.0
274,0.0
275,4.110873864173311
276,7.042286171939743
277,0.0
278,1.3862943611198906
279,1.0986122886681098
280,3.367295829986474
281,0.0
282,3.1780538303479458
283,0.0
284,6.2285110035911835
285,7.468513271496337
286,0.0
287,0.6931471805599453
288,0.6931471805599453
289,1.0986122886681098
290,3.5553480614894135
291,0.0
292,2.302585092994046
293,0.0
294,4.3694478524670215
295,0.0
296,3.4657359027997265
297,0.0
298,4.1588830833596715
299,3.295836866004329
300,1.3862943611198906
301,0.0
302,0.0
303,0.0
304,1.791759469228055
305,2.995732273553991
306,4.997212273764115
307,0.6931471805599453
308,0.0
309,2.8903717578961645
310,0.0
311,0.0
312,5.117993812416755
313,4.890349128221754
314,4.127134385045092
315,2.5649493574615367
316,0.0
317,1.9459101490553132
318,6.021023349349527
319,3.295836866004329
320,0.0
321,3.8066624897703196
322,0.0
323,1.3862943611198906
324,1.3862943611198906
325,0.0
326,0.0
327,5.616771097666572
328,0.0
329,4.718498871295094
330,0.0
331,0.0
332,3.5553480614894135
333,7.271703706887368
334,0.0
335,2.3978952727983707
336,0.6931471805599453
337,4.2626798770413155
338,0.0
339,3.044522437723423
340,0.0
341,6.587550014824796
342,7.969357742016346
343,2.4849066497880004
344,1.0986122886681098
345,0.6931471805599453
346,0.6931471805599453
347,3.970291913552122
348,1.0986122886681098
349,1.791759469228055
350,0.0
351,3.258096538021482
352,2.9444389791664403
353,3.367295829986474
354,0.0
355,4.77912349311153
356,3.4011973816621555
357,3.9889840465642745
358,0.0
359,0.0
360,0.0
361,0.0
362,3.332204510175204
363,4.897839799950911
364,2.5649493574615367
365,0.0
366,2.302585092994046
367,0.0
368,0.0
369,2.772588722239781
370,4.948759890378168
371,4.68213122712422
372,2.3978952727983707
373,0.0
374,2.8903717578961645
375,5.783825182329737
376,5.407171771460119
377,0.0
378,4.1588830833596715
379,1.0986122886681098
380,0.0
381,0.0
382,0.0
383,0.0
384,5.159055299214529
385,0.0
386,5.003946305945459
387,0.0
388,0.0
389,3.7612001156935624
390,7.347943823148687
391,2.0794415416798357
392,1.3862943611198906
393,2.302585092994046
394,4.454347296253507
395,0.0
396,2.6390573296152584
397,0.0
398,6.38856140554563
399,7.812782818577581
400,0.0
401,0.0
402,0.0
403,0.0
404,3.58351893845611
405,2.302585092994046
406,2.1972245773362196
407,0.0
408,4.343805421853684
409,3.713572066704308
410,2.70805020110221
411,0.0
412,4.564348191467836
413,3.295836866004329
414,4.672828834461906
415,0.0
416,0.0
417,0.6931471805599453
418,0.0
419,2.4849066497880004
420,4.2626798770413155
421,1.791759469228055
422,0.0
423,3.1780538303479458
424,0.0
425,0.0
426,3.367295829986474
427,3.5553480614894135
428,5.14166355650266
429,2.9444389791664403
430,0.0
431,0.6931471805599453
432,5.272999558563747
433,2.0794415416798357
434,0.0
435,3.6109179126442243
436,1.791759469228055
437,0.0
438,1.3862943611198906
439,0.0
440,0.0
441,4.605170185988092
442,0.0
443,3.970291913552122
444,0.0
445,0.0
446,1.3862943611198906
447,6.452048954437226
448,0.0
449,2.3978952727983707
450,0.0
451,4.1588830833596715
452,1.0986122886681098
453,3.367295829986474
454,0.0
